frame, timestamp, x_0, x_16, y_21, y_8
412, 16.440, 259.8, 368.8, 126.5, 228.5
413, 16.480, 269.6, 367.5, 126.1, 229.8
414, 16.520, 272.9, 367.8, 126.4, 231.3
415, 16.560, 281.0, 367.5, 128.2, 236.4
416, 16.600, 280.4, 363.8, 132.3, 240.3
417, 16.640, 279.9, 359.4, 136.0, 244.1
418, 16.680, 279.4, 354.6, 138.8, 246.1
419, 16.720, 281.9, 351.8, 139.7, 246.6
420, 16.760, 287.1, 351.1, 139.8, 245.3
421, 16.800, 287.6, 352.1, 138.1, 243.6
422, 16.840, 290.2, 352.8, 136.4, 241.4
423, 16.880, 291.6, 353.6, 135.3, 238.9
424, 16.920, 292.2, 356.1, 135.3, 237.4
425, 16.960, 290.9, 360.2, 135.2, 237.1
426, 17.000, 290.9, 362.2, 134.9, 234.1
427, 17.040, 264.8, 359.9, 135.4, 231.2
428, 17.080, 273.0, 364.5, 134.2, 228.3
429, 17.120, 279.2, 370.8, 132.0, 227.3
430, 17.160, 278.0, 372.4, 130.2, 228.2
431, 17.200, 279.1, 376.6, 129.8, 228.3
432, 17.240, 281.3, 383.3, 131.1, 229.6
433, 17.280, 285.6, 391.1, 133.1, 231.8
434, 17.320, 287.8, 397.3, 134.1, 234.1
435, 17.360, 314.0, 417.2, 133.4, 234.7
436, 17.400, 318.0, 422.3, 131.3, 233.3
437, 17.440, 322.1, 426.1, 129.8, 231.6
438, 17.480, 326.5, 430.2, 129.8, 230.7
439, 17.520, 330.1, 433.2, 131.7, 231.4
440, 17.560, 332.8, 435.5, 134.4, 233.7
441, 17.600, 335.1, 437.9, 137.4, 237.8
442, 17.640, 337.1, 439.4, 140.8, 241.6
443, 17.680, 338.3, 441.1, 143.2, 242.7
444, 17.720, 338.9, 441.9, 143.8, 242.7
445, 17.760, 338.8, 441.8, 143.6, 242.2
446, 17.800, 337.8, 441.1, 143.2, 241.7
447, 17.840, 335.4, 439.5, 142.7, 241.3
448, 17.880, 331.2, 436.3, 142.6, 241.2
449, 17.920, 326.9, 431.6, 143.8, 242.3
450, 17.960, 321.9, 426.3, 145.8, 244.2
451, 18.000, 315.4, 418.7, 147.5, 245.7
452, 18.040, 308.3, 412.6, 145.6, 244.2
453, 18.080, 304.3, 414.8, 140.6, 241.0
454, 18.120, 303.8, 412.4, 135.8, 238.2
455, 18.160, 302.6, 410.5, 133.2, 237.1
456, 18.200, 302.3, 408.2, 132.6, 236.3
457, 18.240, 306.9, 406.1, 133.3, 235.6
458, 18.280, 308.2, 403.0, 135.1, 235.9
459, 18.320, 306.4, 399.0, 136.6, 238.1
460, 18.360, 304.7, 396.6, 137.3, 237.7
461, 18.400, 303.7, 396.2, 135.6, 235.8
462, 18.440, 303.2, 396.2, 132.6, 232.6
463, 18.480, 304.9, 397.6, 129.6, 229.9
464, 18.520, 307.9, 398.8, 128.9, 228.9
465, 18.560, 310.0, 399.8, 130.8, 227.8
466, 18.600, 311.3, 402.4, 133.2, 228.9
